,PRCP,TMAX,TMIN,yr,mo,dy,warmth,wetness
23994,0.251968504,42.08,24.98,2007,2,3,Cold,Really Wet
23995,0,53.96,41,2007,2,4,Cold,Dry
23996,0,46.94,42.98,2007,2,5,Cold,Dry
23997,0.078740157,48.02,41,2007,2,6,Cold,Damp
23998,0.149606299,50,44.06,2007,2,7,Cold,Really Wet
23999,0.011811024,53.06,35.06,2007,2,8,Cold,Damp
24000,0.161417323,57.02,35.06,2007,2,9,Cold,Really Wet
24001,0.090551181,51.08,37.04,2007,2,10,Cold,Damp
24002,0.078740157,55.04,42.08,2007,2,11,Cold,Damp
24003,0.011811024,53.96,35.06,2007,2,12,Cold,Damp
24004,0,53.06,33.08,2007,2,13,Cold,Dry
24005,0.37007874,46.94,35.96,2007,2,14,Cold,Really Wet
24006,0.448818898,53.06,46.94,2007,2,15,Cold,Really Wet
24007,0.051181102,51.98,42.08,2007,2,16,Cold,Damp
24008,0.12992126,62.06,44.06,2007,2,17,Warm,Damp
24009,0.118110236,46.04,39.02,2007,2,18,Cold,Damp
24010,1.401574803,46.94,41,2007,2,19,Cold,Really Wet
24011,0.811023622,46.94,35.06,2007,2,20,Cold,Really Wet
24012,0.031496063,51.08,33.98,2007,2,21,Cold,Damp
24013,0.051181102,48.92,33.08,2007,2,22,Cold,Damp
24014,0.11023622,44.96,33.08,2007,2,23,Cold,Damp
24015,0.311023622,46.94,35.06,2007,2,24,Cold,Really Wet
24016,0.318897638,46.04,39.02,2007,2,25,Cold,Really Wet
24017,0.019685039,46.94,30.92,2007,2,26,Cold,Damp
24018,0.401574803,39.02,28.04,2007,2,27,Cold,Really Wet
24019,0.118110236,41,30.92,2007,2,28,Cold,Damp
24020,0,39.92,30.92,2007,3,1,Cold,Dry
24021,0.271653543,44.96,30.02,2007,3,2,Cold,Really Wet
24022,0,53.96,44.06,2007,3,3,Cold,Dry
24023,0,57.92,44.96,2007,3,4,Cold,Dry
24024,0.031496063,62.06,37.94,2007,3,5,Warm,Damp
24025,0,69.98,35.96,2007,3,6,Warm,Dry
24026,0.299212598,55.04,39.92,2007,3,7,Cold,Really Wet
24027,0.279527559,48.92,39.92,2007,3,8,Cold,Really Wet
24028,0,51.98,42.08,2007,3,9,Cold,Dry
24029,1.181102362,53.96,46.94,2007,3,10,Cold,Really Wet
24030,1.279527559,60.98,51.98,2007,3,11,Warm,Really Wet
24031,0.090551181,53.96,39.02,2007,3,12,Cold,Damp
24032,0.051181102,48.92,33.08,2007,3,13,Cold,Damp
24033,0.019685039,50,32,2007,3,14,Cold,Damp
24034,0.011811024,46.04,26.96,2007,3,15,Cold,Damp
24035,0,69.08,42.98,2007,3,16,Warm,Dry
24036,0.228346457,55.04,42.08,2007,3,17,Cold,Really Wet
24037,0.039370079,62.06,46.04,2007,3,18,Warm,Damp
24038,0.358267717,53.06,44.96,2007,3,19,Cold,Really Wet
24039,0.161417323,48.92,32,2007,3,20,Cold,Really Wet
24040,0,50,26.06,2007,3,21,Cold,Dry
24041,0.059055118,51.98,42.98,2007,3,22,Cold,Damp
24042,0.728346457,51.98,44.96,2007,3,23,Cold,Really Wet
24043,1.311023622,53.96,44.96,2007,3,24,Cold,Really Wet
24044,0,55.04,33.08,2007,3,25,Cold,Dry
24045,0.279527559,55.04,30.92,2007,3,26,Cold,Really Wet
24046,0.161417323,53.06,35.06,2007,3,27,Cold,Really Wet
24047,0,55.04,30.02,2007,3,28,Cold,Dry
24048,0,66.02,28.94,2007,3,29,Warm,Dry
24049,0.031496063,55.94,37.94,2007,3,30,Cold,Damp
24050,0.12992126,51.98,37.94,2007,3,31,Cold,Damp
24051,0.011811024,46.94,33.08,2007,4,1,Cold,Damp
24052,0,50,28.94,2007,4,2,Cold,Dry
24053,0,55.94,24.98,2007,4,3,Cold,Dry
24054,0,62.96,41,2007,4,4,Warm,Dry
24055,0,71.06,37.04,2007,4,5,Warm,Dry
24056,0,78.98,37.94,2007,4,6,Warm,Dry
24057,0.468503937,62.06,48.02,2007,4,7,Warm,Really Wet
24058,0.358267717,59,39.92,2007,4,8,Cold,Really Wet
24059,0.350393701,53.06,37.94,2007,4,9,Cold,Really Wet
24060,0.078740157,53.06,35.06,2007,4,10,Cold,Damp
24061,0.059055118,57.02,35.96,2007,4,11,Cold,Damp
24062,0.019685039,51.98,39.02,2007,4,12,Cold,Damp
24063,0.220472441,53.96,39.92,2007,4,13,Cold,Really Wet
24064,0.019685039,55.04,37.94,2007,4,14,Cold,Damp
24065,0,57.92,32,2007,4,15,Cold,Dry
24066,0.090551181,51.08,35.06,2007,4,16,Cold,Damp
24067,0.039370079,53.06,35.06,2007,4,17,Cold,Damp
24068,0.039370079,55.04,30.92,2007,4,18,Cold,Damp
24069,0,57.02,33.08,2007,4,19,Cold,Dry
24070,0,60.08,28.94,2007,4,20,Cold,Dry
24071,0.220472441,53.96,35.06,2007,4,21,Cold,Really Wet
24072,0.039370079,60.08,42.08,2007,4,22,Cold,Damp
24073,0,64.94,37.94,2007,4,23,Warm,Dry
24074,0.051181102,57.92,46.04,2007,4,24,Cold,Damp
24075,0.019685039,55.04,44.06,2007,4,25,Cold,Damp
24076,0.051181102,59,46.04,2007,4,26,Cold,Damp
24077,0,62.06,50,2007,4,27,Warm,Dry
24078,0,62.06,44.96,2007,4,28,Warm,Dry
24079,0,64.04,41,2007,4,29,Warm,Dry
24080,0.188976378,60.08,39.02,2007,4,30,Cold,Really Wet
24081,0.161417323,57.92,42.08,2007,5,1,Cold,Really Wet
24082,0.24015748,57.02,41,2007,5,2,Cold,Really Wet
24083,0.251968504,51.98,37.04,2007,5,3,Cold,Really Wet
24084,0,59,37.04,2007,5,4,Cold,Dry
24085,0,57.92,33.98,2007,5,5,Cold,Dry
24086,0,60.08,48.02,2007,5,6,Cold,Dry
24087,0,75.02,51.08,2007,5,7,Warm,Dry
24088,0,73.94,44.06,2007,5,8,Warm,Dry
24089,0,64.04,39.02,2007,5,9,Warm,Dry
24090,0,69.08,32,2007,5,10,Warm,Dry
24091,0,64.94,33.98,2007,5,11,Warm,Dry
24092,0,62.96,37.04,2007,5,12,Warm,Dry
24093,0,57.02,44.06,2007,5,13,Cold,Dry
24094,0,69.98,35.06,2007,5,14,Warm,Dry
24095,0,84.92,37.04,2007,5,15,Warm,Dry
24096,0,66.92,41,2007,5,16,Warm,Dry
24097,0,68,35.06,2007,5,17,Warm,Dry
24098,0.019685039,68,35.06,2007,5,18,Warm,Damp
24099,0.090551181,55.94,48.02,2007,5,19,Cold,Damp
24100,0.421259843,55.94,42.08,2007,5,20,Cold,Really Wet
24101,0.039370079,60.08,37.94,2007,5,21,Cold,Damp
24102,0,66.92,46.04,2007,5,22,Warm,Dry
24103,0,68,39.92,2007,5,23,Warm,Dry
24104,0,75.02,39.02,2007,5,24,Warm,Dry
24105,0,73.94,42.98,2007,5,25,Warm,Dry
24106,0,68,48.02,2007,5,26,Warm,Dry
24107,0,59,42.08,2007,5,27,Cold,Dry
24108,0,66.02,35.06,2007,5,28,Warm,Dry
24109,0,82.94,37.04,2007,5,29,Warm,Dry
24110,0,87.98,46.04,2007,5,30,Warm,Dry
24111,0,82.94,46.94,2007,5,31,Warm,Dry
24112,0,82.04,46.94,2007,6,1,Warm,Dry
24113,0,84.02,46.04,2007,6,2,Warm,Dry
24114,0,82.94,51.98,2007,6,3,Warm,Dry
24115,0.070866142,66.02,53.06,2007,6,4,Warm,Damp
24116,0.019685039,64.94,48.02,2007,6,5,Warm,Damp
24117,0,62.96,44.06,2007,6,6,Warm,Dry
24118,0,62.06,48.92,2007,6,7,Warm,Dry
24119,0,68,48.92,2007,6,8,Warm,Dry
24120,0.251968504,57.92,51.08,2007,6,9,Cold,Really Wet
24121,0.031496063,60.98,48.02,2007,6,10,Warm,Damp
24122,0.051181102,62.06,41,2007,6,11,Warm,Damp
24123,0,69.98,37.04,2007,6,12,Warm,Dry
24124,0,64.04,46.94,2007,6,13,Warm,Dry
24125,0,66.92,44.96,2007,6,14,Warm,Dry
24126,0.011811024,69.98,51.08,2007,6,15,Warm,Damp
24127,0.011811024,62.96,44.06,2007,6,16,Warm,Damp
24128,0,62.96,48.92,2007,6,17,Warm,Dry
24129,0,62.96,44.96,2007,6,18,Warm,Dry
24130,0,78.08,41,2007,6,19,Warm,Dry
24131,0,80.06,44.06,2007,6,20,Warm,Dry
24132,0,71.06,53.96,2007,6,21,Warm,Dry
24133,0,66.02,48.02,2007,6,22,Warm,Dry
24134,0.011811024,64.94,46.04,2007,6,23,Warm,Damp
24135,0.311023622,60.98,44.96,2007,6,24,Warm,Really Wet
24136,0,68,44.96,2007,6,25,Warm,Dry
24137,0,82.94,42.08,2007,6,26,Warm,Dry
24138,0,73.94,48.92,2007,6,27,Warm,Dry
24139,0.448818898,66.92,53.96,2007,6,28,Warm,Really Wet
24140,0.090551181,64.94,48.02,2007,6,29,Warm,Damp
24141,0,71.96,46.04,2007,6,30,Warm,Dry
24142,0,73.94,44.96,2007,7,1,Warm,Dry
24143,0,77,51.08,2007,7,2,Warm,Dry
24144,0,80.96,50,2007,7,3,Warm,Dry
24145,0,87.08,53.06,2007,7,4,Warm,Dry
24146,0,86,51.98,2007,7,5,Warm,Dry
24147,0,82.04,48.92,2007,7,6,Warm,Dry
24148,0,77,48.02,2007,7,7,Warm,Dry
24149,0,78.08,48.92,2007,7,8,Warm,Dry
24150,0,80.06,48.92,2007,7,9,Warm,Dry
24151,0,91.04,55.94,2007,7,10,Warm,Dry
24152,0,98.96,57.02,2007,7,11,Warm,Dry
24153,0,82.04,57.02,2007,7,12,Warm,Dry
24154,0,78.98,57.02,2007,7,13,Warm,Dry
24155,0,86,51.98,2007,7,14,Warm,Dry
24156,0,77,60.08,2007,7,15,Warm,Dry
24157,0,80.06,60.08,2007,7,16,Warm,Dry
24158,0.61023622,69.98,57.92,2007,7,17,Warm,Really Wet
24159,0.188976378,66.02,55.94,2007,7,18,Warm,Really Wet
24160,0.358267717,69.08,53.06,2007,7,19,Warm,Really Wet
24161,0.291338583,64.94,59,2007,7,20,Warm,Really Wet
24162,0.318897638,71.96,59,2007,7,21,Warm,Really Wet
24163,0.078740157,71.06,62.06,2007,7,22,Warm,Damp
24164,0,69.98,53.06,2007,7,23,Warm,Dry
24165,0,73.04,51.98,2007,7,24,Warm,Dry
24166,0,78.98,46.04,2007,7,25,Warm,Dry
24167,0,75.02,51.98,2007,7,26,Warm,Dry
24168,0,80.96,44.96,2007,7,27,Warm,Dry
24169,0,75.02,53.96,2007,7,28,Warm,Dry
24170,0,71.96,53.96,2007,7,29,Warm,Dry
24171,0,75.02,48.92,2007,7,30,Warm,Dry
24172,0,80.06,46.94,2007,7,31,Warm,Dry
24173,0,84.92,44.96,2007,8,1,Warm,Dry
24174,0,86,48.92,2007,8,2,Warm,Dry
24175,0,71.96,51.08,2007,8,3,Warm,Dry
24176,0,75.92,46.94,2007,8,4,Warm,Dry
24177,0,75.92,48.92,2007,8,5,Warm,Dry
24178,0,71.96,53.96,2007,8,6,Warm,Dry
24179,0.011811024,68,57.92,2007,8,7,Warm,Damp
24180,0,69.98,48.92,2007,8,8,Warm,Dry
24181,0,69.08,48.92,2007,8,9,Warm,Dry
24182,0,71.96,46.04,2007,8,10,Warm,Dry
24183,0,75.92,42.98,2007,8,11,Warm,Dry
24184,0,66.92,48.92,2007,8,12,Warm,Dry
24185,0,77,46.94,2007,8,13,Warm,Dry
24186,0,84.92,46.04,2007,8,14,Warm,Dry
24187,0,87.98,46.94,2007,8,15,Warm,Dry
24188,0,71.06,48.92,2007,8,16,Warm,Dry
24189,0,75.02,44.06,2007,8,17,Warm,Dry
24190,0.228346457,71.06,46.94,2007,8,18,Warm,Really Wet
24191,0.118110236,68,55.04,2007,8,19,Warm,Damp
24192,0.161417323,66.02,55.94,2007,8,20,Warm,Really Wet
24193,0.141732283,71.96,59,2007,8,21,Warm,Really Wet
24194,0,75.02,57.02,2007,8,22,Warm,Dry
24195,0,80.06,48.92,2007,8,23,Warm,Dry
24196,0,80.96,53.96,2007,8,24,Warm,Dry
24197,0.011811024,71.06,50,2007,8,25,Warm,Damp
24198,0,71.06,48.02,2007,8,26,Warm,Dry
24199,0,73.04,46.04,2007,8,27,Warm,Dry
24200,0,78.98,44.06,2007,8,28,Warm,Dry
24201,0,87.98,46.04,2007,8,29,Warm,Dry
24202,0,84.02,51.08,2007,8,30,Warm,Dry
24203,0,69.08,48.92,2007,8,31,Warm,Dry
24204,0,75.92,44.06,2007,9,1,Warm,Dry
24205,0,78.98,51.08,2007,9,2,Warm,Dry
24206,0.38976378,78.98,53.96,2007,9,3,Warm,Really Wet
24207,0.311023622,71.96,60.08,2007,9,4,Warm,Really Wet
24208,0,73.94,55.94,2007,9,5,Warm,Dry
24209,0,73.04,50,2007,9,6,Warm,Dry
24210,0,71.96,46.04,2007,9,7,Warm,Dry
24211,0,75.02,42.98,2007,9,8,Warm,Dry
24212,0,80.06,42.98,2007,9,9,Warm,Dry
24213,0,86,42.98,2007,9,10,Warm,Dry
24214,0,87.08,44.96,2007,9,11,Warm,Dry
24215,0,73.04,50,2007,9,12,Warm,Dry
24216,0,69.08,46.94,2007,9,13,Warm,Dry
24217,0,64.04,55.04,2007,9,14,Warm,Dry
24218,0,62.96,48.02,2007,9,15,Warm,Dry
24219,0.149606299,60.08,53.96,2007,9,16,Cold,Really Wet
24220,0.090551181,64.94,48.92,2007,9,17,Warm,Damp
24221,0.019685039,62.96,44.06,2007,9,18,Warm,Damp
24222,0,64.94,42.08,2007,9,19,Warm,Dry
24223,0.059055118,64.94,39.92,2007,9,20,Warm,Damp
24224,0.011811024,64.94,51.98,2007,9,21,Warm,Damp
24225,0.070866142,64.94,46.94,2007,9,22,Warm,Damp
24226,0,64.04,37.94,2007,9,23,Warm,Dry
24227,0,68,35.96,2007,9,24,Warm,Dry
24228,0.019685039,60.08,44.96,2007,9,25,Cold,Damp
24229,0,64.94,44.96,2007,9,26,Warm,Dry
24230,0.12992126,66.92,41,2007,9,27,Warm,Damp
24231,0,60.98,42.98,2007,9,28,Warm,Dry
24232,0.031496063,57.92,39.92,2007,9,29,Cold,Damp
24233,0.960629921,55.04,50,2007,9,30,Cold,Really Wet
24234,0.161417323,62.96,46.04,2007,10,1,Warm,Really Wet
24235,1.059055118,55.04,48.02,2007,10,2,Cold,Really Wet
24236,0.11023622,55.94,42.98,2007,10,3,Cold,Damp
24237,0.12992126,55.94,42.08,2007,10,4,Cold,Damp
24238,0.011811024,55.94,41,2007,10,5,Cold,Damp
24239,0.070866142,53.06,44.06,2007,10,6,Cold,Damp
24240,0.208661417,62.06,42.98,2007,10,7,Warm,Really Wet
24241,0,57.02,44.06,2007,10,8,Cold,Dry
24242,0,57.02,46.04,2007,10,9,Cold,Dry
24243,0.118110236,60.08,39.92,2007,10,10,Cold,Damp
24244,0,57.92,37.94,2007,10,11,Cold,Dry
24245,0.039370079,62.06,39.02,2007,10,12,Warm,Damp
24246,0,62.96,37.94,2007,10,13,Warm,Dry
24247,0,68,37.04,2007,10,14,Warm,Dry
24248,0.098425197,55.94,48.02,2007,10,15,Cold,Damp
24249,0.141732283,53.96,35.96,2007,10,16,Cold,Really Wet
24250,0.338582677,55.04,39.92,2007,10,17,Cold,Really Wet
24251,0.409448819,62.06,44.96,2007,10,18,Warm,Really Wet
24252,1.25984252,53.06,44.06,2007,10,19,Cold,Really Wet
24253,0.641732283,53.96,42.98,2007,10,20,Cold,Really Wet
24254,0.070866142,53.96,46.04,2007,10,21,Cold,Damp
24255,0,68,42.98,2007,10,22,Warm,Dry
24256,0,73.04,39.92,2007,10,23,Warm,Dry
24257,0,55.04,33.08,2007,10,24,Cold,Dry
24258,0,53.96,30.02,2007,10,25,Cold,Dry
24259,0,55.94,28.04,2007,10,26,Cold,Dry
24260,0,55.04,30.02,2007,10,27,Cold,Dry
24261,0,64.04,28.94,2007,10,28,Warm,Dry
24262,0.011811024,51.08,37.94,2007,10,29,Cold,Damp
24263,0,51.98,28.94,2007,10,30,Cold,Dry
24264,0,46.04,28.94,2007,10,31,Cold,Dry
24265,0,53.06,28.94,2007,11,1,Cold,Dry
24266,0,48.92,24.98,2007,11,2,Cold,Dry
24267,0,60.98,44.96,2007,11,3,Warm,Dry
24268,0,59,42.98,2007,11,4,Cold,Dry
24269,0,55.04,32,2007,11,5,Cold,Dry
24270,0,51.98,30.92,2007,11,6,Cold,Dry
24271,0.031496063,57.92,39.02,2007,11,7,Cold,Damp
24272,0.011811024,57.92,46.04,2007,11,8,Cold,Damp
24273,0.188976378,53.96,48.92,2007,11,9,Cold,Really Wet
24274,0.330708661,55.94,39.02,2007,11,10,Cold,Really Wet
24275,0.149606299,51.08,39.92,2007,11,11,Cold,Really Wet
24276,0.74015748,51.98,42.08,2007,11,12,Cold,Really Wet
24277,0.039370079,51.98,30.02,2007,11,13,Cold,Damp
24278,0.118110236,51.08,26.06,2007,11,14,Cold,Damp
24279,0.791338583,53.96,50,2007,11,15,Cold,Really Wet
24280,0.118110236,53.06,44.06,2007,11,16,Cold,Damp
24281,0.61023622,51.98,42.08,2007,11,17,Cold,Really Wet
24282,0.011811024,44.06,35.96,2007,11,18,Cold,Damp
24283,0.031496063,44.96,33.08,2007,11,19,Cold,Damp
24284,0,46.94,30.92,2007,11,20,Cold,Dry
24285,0,46.94,26.96,2007,11,21,Cold,Dry
24286,0,46.94,21.92,2007,11,22,Cold,Dry
24287,0,46.04,19.94,2007,11,23,Cold,Dry
24288,0,42.98,26.06,2007,11,24,Cold,Dry
24289,0,48.02,24.98,2007,11,25,Cold,Dry
24290,0.299212598,44.06,26.06,2007,11,26,Cold,Really Wet
24291,0,50,35.06,2007,11,27,Cold,Dry
24292,0.318897638,39.92,33.98,2007,11,28,Cold,Really Wet
24293,0.251968504,44.06,30.92,2007,11,29,Cold,Really Wet
24294,0,39.92,30.02,2007,11,30,Cold,Dry
24295,0.598425197,37.04,32,2007,12,1,Cold,Really Wet
24296,2.118110236,48.92,33.08,2007,12,2,Cold,Really Wet
24297,3.188976378,57.92,48.92,2007,12,3,Cold,Really Wet
24298,0.161417323,55.94,46.04,2007,12,4,Cold,Really Wet
24299,0,48.02,35.06,2007,12,5,Cold,Dry
24300,0.059055118,44.06,41,2007,12,6,Cold,Damp
24301,0,42.98,37.04,2007,12,7,Cold,Dry
24302,0,42.98,21.02,2007,12,8,Cold,Dry
24303,0.070866142,33.98,21.92,2007,12,9,Cold,Damp
24304,0,42.08,32,2007,12,10,Cold,Dry
24305,0,37.94,28.04,2007,12,11,Cold,Dry
24306,0,46.04,26.06,2007,12,12,Cold,Dry
24307,0.011811024,42.08,35.06,2007,12,13,Cold,Damp
24308,0.118110236,44.06,37.04,2007,12,14,Cold,Damp
24309,0.421259843,44.06,39.02,2007,12,15,Cold,Really Wet
24310,0.011811024,50,35.96,2007,12,16,Cold,Damp
24311,0.059055118,44.06,35.06,2007,12,17,Cold,Damp
24312,0.62992126,48.02,35.96,2007,12,18,Cold,Really Wet
24313,1.141732283,44.96,39.92,2007,12,19,Cold,Really Wet
24314,0,44.06,32,2007,12,20,Cold,Dry
24315,0,41,30.02,2007,12,21,Cold,Dry
24316,0.401574803,42.98,33.08,2007,12,22,Cold,Really Wet
24317,0.858267717,48.92,37.04,2007,12,23,Cold,Really Wet
24318,0.059055118,46.04,33.08,2007,12,24,Cold,Damp
24319,0.37007874,35.96,30.02,2007,12,25,Cold,Really Wet
24320,0,42.08,30.92,2007,12,26,Cold,Dry
24321,0.429133858,37.94,33.08,2007,12,27,Cold,Really Wet
24322,0.488188976,41,35.06,2007,12,28,Cold,Really Wet
24323,0.228346457,42.08,32,2007,12,29,Cold,Really Wet
24324,0.279527559,39.92,33.98,2007,12,30,Cold,Really Wet
24325,0,42.08,30.02,2007,12,31,Cold,Dry
24326,0,39.92,28.94,2008,1,1,Cold,Dry
24327,0.338582677,44.06,37.04,2008,1,2,Cold,Really Wet
24328,0.318897638,48.02,39.02,2008,1,3,Cold,Really Wet
24329,0.409448819,51.98,37.04,2008,1,4,Cold,Really Wet
24330,0.578740157,42.98,35.06,2008,1,5,Cold,Really Wet
24331,0.141732283,41,33.98,2008,1,6,Cold,Really Wet
24332,0.078740157,39.02,30.02,2008,1,7,Cold,Damp
24333,0.519685039,42.98,32,2008,1,8,Cold,Really Wet
24334,0.5,39.92,33.08,2008,1,9,Cold,Really Wet
24335,0.980314961,48.92,33.98,2008,1,10,Cold,Really Wet
24336,0.188976378,48.02,39.92,2008,1,11,Cold,Really Wet
24337,0.38976378,50,37.04,2008,1,12,Cold,Really Wet
24338,0,50,30.92,2008,1,13,Cold,Dry
24339,0.279527559,44.96,33.98,2008,1,14,Cold,Really Wet
24340,0,42.08,24.08,2008,1,15,Cold,Dry
24341,0,42.08,21.92,2008,1,16,Cold,Dry
24342,0.011811024,44.06,26.06,2008,1,17,Cold,Damp
24343,0,44.06,32,2008,1,18,Cold,Dry
24344,0.078740157,39.92,35.06,2008,1,19,Cold,Damp
24345,0,42.08,33.98,2008,1,20,Cold,Dry
24346,0,42.08,19.94,2008,1,21,Cold,Dry
24347,0,41,15.98,2008,1,22,Cold,Dry
24348,0,42.98,17.06,2008,1,23,Cold,Dry
24349,0,44.96,15.98,2008,1,24,Cold,Dry
24350,0,44.96,14,2008,1,25,Cold,Dry
24351,0.200787402,37.04,17.06,2008,1,26,Cold,Really Wet
24352,0.011811024,39.92,28.94,2008,1,27,Cold,Damp
24353,0.161417323,39.02,19.04,2008,1,28,Cold,Really Wet
24354,0.488188976,39.92,33.08,2008,1,29,Cold,Really Wet
24355,0.338582677,39.02,33.08,2008,1,30,Cold,Really Wet
24356,0.669291339,42.08,33.98,2008,1,31,Cold,Really Wet
24357,0.330708661,41,33.98,2008,2,1,Cold,Really Wet
24358,0.161417323,37.94,33.98,2008,2,2,Cold,Really Wet
24359,0.019685039,39.92,24.98,2008,2,3,Cold,Damp
24360,0,41,24.08,2008,2,4,Cold,Dry
24361,0.551181102,42.98,35.06,2008,2,5,Cold,Really Wet
24362,0.74015748,42.08,33.98,2008,2,6,Cold,Really Wet
24363,0.539370079,46.04,37.94,2008,2,7,Cold,Really Wet
24364,0.968503937,46.04,39.92,2008,2,8,Cold,Really Wet
24365,0.118110236,51.98,44.96,2008,2,9,Cold,Damp
24366,0.161417323,48.02,42.98,2008,2,10,Cold,Really Wet
24367,0.019685039,48.02,41,2008,2,11,Cold,Damp
24368,0.039370079,48.92,37.94,2008,2,12,Cold,Damp
24369,0,48.92,28.04,2008,2,13,Cold,Dry
24370,0,46.04,26.06,2008,2,14,Cold,Dry
24371,0,46.94,30.02,2008,2,15,Cold,Dry
24372,0.011811024,48.92,35.06,2008,2,16,Cold,Damp
24373,0,51.08,24.08,2008,2,17,Cold,Dry
24374,0,51.98,24.08,2008,2,18,Cold,Dry
24375,0,51.08,26.96,2008,2,19,Cold,Dry
24376,0,53.96,28.04,2008,2,20,Cold,Dry
24377,0.011811024,51.98,26.96,2008,2,21,Cold,Damp
24378,0,57.92,28.94,2008,2,22,Cold,Dry
24379,0,53.96,30.92,2008,2,23,Cold,Dry
24380,0.011811024,57.02,39.02,2008,2,24,Cold,Damp
24381,0.019685039,53.06,35.06,2008,2,25,Cold,Damp
24382,0,55.94,30.02,2008,2,26,Cold,Dry
24383,0,57.02,33.98,2008,2,27,Cold,Dry
24384,0,57.92,39.92,2008,2,28,Cold,Dry
24385,0.311023622,57.92,35.96,2008,2,29,Cold,Really Wet
24386,0.161417323,48.92,33.98,2008,3,1,Cold,Really Wet
24387,0,51.98,26.06,2008,3,2,Cold,Dry
24388,0.200787402,48.02,37.94,2008,3,3,Cold,Really Wet
24389,0,51.98,28.04,2008,3,4,Cold,Dry
24390,0,53.06,24.98,2008,3,5,Cold,Dry
24391,0,57.92,24.98,2008,3,6,Cold,Dry
24392,0.070866142,51.08,30.92,2008,3,7,Cold,Damp
24393,0,53.06,33.98,2008,3,8,Cold,Dry
24394,0,59,35.06,2008,3,9,Cold,Dry
24395,0.200787402,57.92,46.04,2008,3,10,Cold,Really Wet
24396,0.12992126,50,33.08,2008,3,11,Cold,Damp
24397,0.011811024,53.06,28.04,2008,3,12,Cold,Damp
24398,1.208661417,46.94,39.92,2008,3,13,Cold,Really Wet
24399,0.440944882,48.02,39.92,2008,3,14,Cold,Really Wet
24400,0.161417323,50,35.96,2008,3,15,Cold,Really Wet
24401,0.031496063,48.02,33.98,2008,3,16,Cold,Damp
24402,0.090551181,48.92,39.02,2008,3,17,Cold,Damp
24403,0.019685039,51.08,32,2008,3,18,Cold,Damp
24404,0.039370079,51.98,32,2008,3,19,Cold,Damp
24405,0.228346457,48.02,35.06,2008,3,20,Cold,Really Wet
24406,0.090551181,46.94,30.02,2008,3,21,Cold,Damp
24407,0,55.94,28.04,2008,3,22,Cold,Dry
24408,0.700787402,48.02,32,2008,3,23,Cold,Really Wet
24409,0,48.92,24.98,2008,3,24,Cold,Dry
24410,0.299212598,48.02,26.06,2008,3,25,Cold,Really Wet
24411,0.429133858,42.98,32,2008,3,26,Cold,Really Wet
24412,0.051181102,44.06,32,2008,3,27,Cold,Damp
24413,0.228346457,42.08,33.98,2008,3,28,Cold,Really Wet
24414,0.031496063,44.96,30.92,2008,3,29,Cold,Damp
24415,0,46.04,24.08,2008,3,30,Cold,Dry
24416,0.011811024,50,32,2008,3,31,Cold,Damp
24417,0,50,26.06,2008,4,1,Cold,Dry
24418,0,55.04,23,2008,4,2,Cold,Dry
24419,0,59,24.08,2008,4,3,Cold,Dry
24420,0.149606299,48.02,33.98,2008,4,4,Cold,Really Wet
24421,0.098425197,50,30.92,2008,4,5,Cold,Damp
24422,0.12992126,50,37.94,2008,4,6,Cold,Damp
24423,0.311023622,48.92,37.04,2008,4,7,Cold,Really Wet
24424,0.078740157,46.94,37.04,2008,4,8,Cold,Damp
24425,0.039370079,53.06,35.96,2008,4,9,Cold,Damp
24426,0,53.06,33.98,2008,4,10,Cold,Dry
24427,0,62.96,28.04,2008,4,11,Warm,Dry
24428,0,82.04,33.98,2008,4,12,Warm,Dry
24429,0.011811024,57.92,39.02,2008,4,13,Cold,Damp
24430,0.098425197,50,37.04,2008,4,14,Cold,Damp
24431,0.031496063,48.02,35.06,2008,4,15,Cold,Damp
24432,0,55.04,39.92,2008,4,16,Cold,Dry
24433,0,57.02,37.94,2008,4,17,Cold,Dry
24434,0.039370079,48.02,33.98,2008,4,18,Cold,Damp
24435,0.440944882,42.08,30.02,2008,4,19,Cold,Really Wet
24436,0.161417323,44.06,28.94,2008,4,20,Cold,Really Wet
24437,0.031496063,50,30.92,2008,4,21,Cold,Damp
24438,0.181102362,51.98,35.96,2008,4,22,Cold,Really Wet
24439,0.11023622,51.98,39.02,2008,4,23,Cold,Damp
24440,0,53.06,37.04,2008,4,24,Cold,Dry
24441,0,55.94,33.08,2008,4,25,Cold,Dry
24442,0,66.02,26.96,2008,4,26,Warm,Dry
24443,0.141732283,64.94,35.96,2008,4,27,Warm,Really Wet
24444,0.228346457,64.04,44.06,2008,4,28,Warm,Really Wet
24445,0.051181102,53.96,37.04,2008,4,29,Cold,Damp
24446,0,55.04,35.06,2008,4,30,Cold,Dry
24447,0,55.94,35.96,2008,5,1,Cold,Dry
24448,0,64.04,42.98,2008,5,2,Warm,Dry
24449,0.098425197,57.02,44.06,2008,5,3,Cold,Damp
24450,0,66.02,41,2008,5,4,Warm,Dry
24451,0,69.98,44.06,2008,5,5,Warm,Dry
24452,0,53.06,42.98,2008,5,6,Cold,Dry
24453,0,55.94,39.02,2008,5,7,Cold,Dry
24454,0,57.02,33.08,2008,5,8,Cold,Dry
24455,0,60.98,30.02,2008,5,9,Warm,Dry
24456,0.019685039,59,44.06,2008,5,10,Cold,Damp
